('să', 11.0897369054212)
('singur', 9.27006867415422)
('cel', 6.46127366325626)
('fi', 6.35535281026711)
('ce', 6.18508826241229)
('în', 6.1526354471932)
('tină', 5.78701210089279)
('el', 5.57921669879079)
('si', 5.39490371493208)
('doar', 5.30448138048224)
('car', 4.91574468294189)
('poet', 4.59816506695624)
('atrage', 4.36837197618028)
('putea', 4.3198199395396)
('cuvânt', 4.31942358805751)
('de', 3.99173060382531)
('acela', 3.98767806993956)
('tu', 3.74884305107577)
('lăsa', 3.74636341484155)
('tăcea', 3.62610099649295)
('spune', 3.31263838718986)
('necunoscut', 3.29916048952845)
('nimic', 3.29576561013748)
('speranță', 3.25068708169552)
('al', 3.22163136798644)
('dac', 3.20374249958221)
('pentru', 3.16970675010053)
('nu', 3.06536144633334)
('veșnic', 3.05104731006007)
('mai', 3.04797486765136)
('ar', 3.0078297478619)
('efemer', 2.90549863670164)
('deja', 2.85154765647556)
('pierde', 2.76403273286315)
('spațiu', 2.74332016892201)
('un', 2.66754712044844)
('vrea', 2.61328739979663)
('însemna', 2.5792740736599)
('său', 2.56164636397755)
('nemuri', 2.55890439037776)
('vreodată', 2.52978409535899)
('șină', 2.4126020265323)
('dar', 2.30426013068525)
('fără', 2.27314908092641)
('din', 2.23318556502658)
('ascunde', 2.20017345457234)
('drum', 2.17194271232448)
('timp', 2.16808384597202)
('cu', 2.15963095617775)
('tot', 2.1535493504943)
('eu', 2.15186595897806)
('ți', 2.14713398385922)
('când', 2.13816532505736)
('cuprinde', 2.10381467733354)
('întreba', 2.09277146209486)
('aminti', 2.05503405586285)
('căuta', 2.03259368647411)
('iubi', 2.02913596202036)
('la', 2.00865610696853)
('pe', 1.96274205046955)
('privi', 1.93993943577242)
('esență', 1.92339058079941)
('cunoaște', 1.91311870001893)
('regat', 1.89171966007446)
('răspunde', 1.88757564668357)
('conține', 1.85225579141778)
('dispera', 1.81676897924883)
('crea', 1.77952282879293)
('cela', 1.73748677268937)
('cândva', 1.73224992295526)
('moarte', 1.72817525922796)
('poem', 1.72426428740909)
('omeni', 1.72404036121397)
('clipă', 1.7205336222574)
('chip', 1.69374409053242)
('câtva', 1.69170553422821)
('poezie', 1.68843869760442)
('viață', 1.68709125888172)
('vers', 1.66964802761438)
('iț', 1.66582639292264)
('ai', 1.65402253618134)
